	title	vol	Name of Author	Claimed Provenance	start	end	Colophon
119(he)001	sdom gsum rnam par nges pa'i bstan bcos kyi 'grel ba pad+ma dbang rgyal gyi mdzad pa/_(yin par sems/_'di'i dkar chag dang mtshan sbyang gnyis char mi 'dug pas/_dpyad par 'tshal/)	119	Padma dbang rgyal	Tib	1	438	ces sdom pa gsum rnam par nges pa'i 'grel pa rnam grol lam bzang zhes bya ba 'di yang | rig 'dzin chen po pad ma sam b+ha wa dang dbyer ma mchis pa'i | dpa' bo dang D+AAk+ki'i tshogs dpon grub pa'i dbang phyug rig 'dzin bdud 'dul rdo rje dang | mthu stobs dbang phyug klong gsal snying po dang | b+Aee ro tsa na dang ngo nyid dbyer med pa pad ma gar dbang 'gyur med rdo rje dang | sprul pa'i sku mchog mi 'gyur rdo rje ste | gter ston bzhi'i zhabs kyi pad mo la spyi bos btud cing | smin grol gyi bdud rtsi thob pa | gzhan yang mkhas grub du ma'i gsung gi bdud rtsis legs par 'byor ba | kun mkhyen pad ma blo gros kyi rigs chos kyi brgyud pa 'dzin pa | shar phyogs mdo khams stag bu'i yul du skyes pa'i tshangs spyod kyi dge bsnyen sems dpa' chen po gsum ldan rdo rje 'dzin pa | pad ma blo ldan gyis | rang gis brjed tho zin bris 'ga' zhig snga sor bris pa las | rig 'dzin bdud 'dul rdo rje dang | rtsa ba'i bla ma k+AA ma la bir+y+AA d+ha ras | gsung gis mthar thug par bris zhes yang yang bka' stsal pa spyi bor mnos te | bar khrod smin grol chos lding gi gtsug lag khang chen por sbyar ba dge'o ||
120(e)001	sdom gsum rnam par nges pa'i bstan bcos kyi 'brul 'grel blo gros gsar bu'i yid kyi gdung sel legs bshad bdud rtsi'i za ma tog	120	Jigs bral ye shes rdo rje	Tib	1	408	lha rigs sh+AAkya'i dge bsnyen rnal 'byor spyod pa 'jigs bral ye shes rdo rjes rang lo brgyad cu gya gcig pa shing byi hor zla bcu pa'i shes rab kyi cha la nub phyogs dga' ba 'khyil ba'i ljongs su bskyod sdong skabs zhib mor dpyad pa'i sgo nas sbyar ba las | yi ge pa ni rang gi gam du nye bar gnas pa blo gsal bsod nams nor bu nas rtsom gzhi'i zin bris ci rigs par btab cing | yongs su rdzogs par sngon dag'i bag chags bzang po las 'phro mthud pa la mi zhum pa rang slob mon gyi sngags btsun kun bzang dbang 'dus kyis bgyis pa'o ||
120(e)002	sdom pa gsum gyi dris lan nyi 'od snang ba/	120	bSod nams chos 'grub	Tib	409	468	gangs can gyi rdo rje 'chang chen po 'jam dbyangs mkhyen brtse dbang po'i drung yig mkhas pa tshe ring bkra shis kyis dgongs bzhed dris lan du mang du thos kyang don la blun po'i mtshan gzhi can mkhas pa'i sgro btags pa rme ri dge slong bsod nams chos 'grub kyis dpal spungs yang khrod nas bris pa 'di kun gyi thugs nyams su 'thad par gyur cig ||
121(ko)001	theg pa chen po'i rnal 'byor la 'jug pa'i thabs bye brag tu 'byed pa/	121	A ro Ye shes 'byung nas	Tib	1	36	theg pa chen po'i rnal 'byor la 'jug pa'i thabs bye brag tu 'byed pa rdzogs so ||
121(ko)002	theg pa chen po'i tshul la 'jug pa zhes bya ba'i bstan bcos/	121	Rong zom Chos kyi bzang po	Tib	37	322	theg pa chen pa'i tshul la 'jug pa'i thabs || 'jug pa'i yan lag dang bcas par bstan pa | rdzogs so ||
121(ko)003	theg pa chen po'i rnal 'byor gyi tshul la 'jug pa'i man ngag gi 'grel pa rgyal sras lam bzang /	121	bSod nams chos 'grub	Tib	323	552	skyabs mgon dge dbon rin po che sogs dam pa du ma'i zhal gyi bdud rtsi thob pa thub bstan bsod nams chos 'grub bam bshad sgrub bstan pa'i rgyal mtshan zhes 'bod pas | lo grangs bdun cu don gsum dus su yid la gang shar spyi brtol gyis bris pa | 'di la 'gal 'khrul nongs pa ci mchis dam pa yongs la snying nas bshags so ||
121(ko)004	zur chung shes rab grags pa'i zhal gyi gdams pa brgyad cu pa bslab gsum rin po che'i gdams ngag gi mchan 'grel rin po che'i phreng ba/_(sde snod spyi dang mdo sgyu sems gsum gyi snying po'i man ngag/)	121	Padma rnam rgyal	Tib	553	628	rdo rje 'chang mkhyen brtse'i dbang po'i zhal snga nas rtsal ba'i sa gzhung spel ma nyid gzhir bzhag thog rang 'dra'i blo dman rnams la sman pa'i bsam pas gsal byed kyi mchan bu nyung ngu 'di yang 'brel bshad rin po che gsal ba'i sgron me dang bstun nas | ku s+AA li 'jam dbyangs blo gros rgya mtsho'i sgra dbyangs kyis | shing byi smin drug zla ba'i dus tshes dge bar bde mchog bkra shis dge 'phel du bris pa ste | 'dis kyang nges gsang snying po'i bstan mchog yun ring du gnas pa'i rgyur gyur cig ||
122(kho)001	dam pa bde gshegs kyis mdzad pa'i theg dgu spyi chings kyi rtsa ba gsung rab rin po che'i mdzod/	122	Dam pa bde gshegs	Tib	1	48	ces pa'ang sprul pa'i sku rin po che tshe dbang rig 'dzin rgya mtshos | rje btsun shes rab seng ge'i gsung dri ma med pa 'di nyid rgyal bstan rin po che gsal bar byed pa'i rgyan du dgongs nas mkhan rin po che pad+ma badz+ra pas kyang phyi mo zhu dag byed pa sogs | 'bad pa du mas bsgrub cing mthar phyin skabs | mkhan ming lung rtogs bstan pa'i nyin byed dpal bzang pos spar byang du spel ba | 'dis kyang rdo rje theg pa'i bstan pa rin po che yun ring du gnas pa'i rgyur gyur cig ||
122(kho)002	dam pa bde gshegs kyis mdzad pa'i theg dgu spyi bcing gi 'grel bshad nyi ma'i 'od zer ye shes rgyal mtshan gyis mdzad pa/	122	Ye shes rgyal mtshan	Tib	49	512	 theg pa spyi bcing gi tshig don cung zad phye ba 'di nyid bshes gnyen rnams kyis bskul nas | ban sdom ye shes rgyal mtshan gyis lding chu sngon mo'i g.yas phyogs | stag chen brang sang mched dgu'i zhol | rje btsun gong ma'i gdan sa | dpal ldan 'phags mtsho nags khrod du bkod pa'o ||
123(go)001	snga 'gyur theg pa rim dgu'i rnam gzhag mdor bsdus su brjod pa rin po che'i them skas/	123	Padma rnam rgyal	Tib	1	392	ces pa'ang rang nyid kyi dran pa'i gsos tsam du sngar bris pa las cung zad rgyas par phyes te | gdod ma'i mgon po dang zhabs mi gnyis pa rdzogs chen rab 'byams lnga pa'i zhabs rdul la spyi bos reg pa'i rig 'dzin gyi btsun pa rdo rje thugs mchog rtsal lam ming gzhan 'jam dbyangs blo gros rgya mtshor 'bod pas | rang lo zhe drug pa me 'brug sa ga zla ba'i tshes bcu nyi ma me bzhi'i 'gru sbyor gyi snga char | rang gnas dpal zhe chen bstan gnyis dar rgyas gling gi dben spyi la bkra shis 'chi med 'od snang du grub par bgyis pa las | yi ge gnyis par spel ba po ni sdom brtson sde snod smra ba tshul khrims rnam dag gis mdzad pa ste | 'dis kyang bstan pa rin po che yun du gnas pa'i rgyur gyur cig |
123(go)002	snga 'gyur rnying lugs theg dgu'i lam khrid kyi sa bcad nyung ngu dam pa'i zhal lung /	123	gZhan phan mtha' yas 'od zer	Tib	393	420	ces snga 'gyur rnying ma'i theg dgu'i lam khrid kyi sa bcad mdor bsdus pa 'di yang | rang nyid kyi slob bu rnam dpyod mchog tu yangs pa rgyal sras zhi ba bzang po nas ji ltar bskul bzhin chos smra ba'i btsun pa rgyal ba'i sras po 7gzhan phan mtha' yas 'od zer 'bod pas ru dam o rgyan bsam gtan chos gling gi yang dben gangs khrod bde ba chen po'i pho brang nas shar mar spel ba dge |
124(ngo)001	theg pa thams cad kyi shan 'byed nyi 'od rab gsal/	124	bSod nam rgyal mtshan	Tib	1	616	ma dpe 'di a ri shes rab grags pas dge dpal rdor brgyud bskur ba bdag gi lag tu 'phrod byung | dpe rnying zhig yin la kaHthoga pa bsod nams rgyal mtshan gyis 'brug spa gro stag tshang du mdzad pa zhu dag byed pa po slob dpon gnag mdog dpal ldan 'brug gzhung thim phu 1979zhes mchan zhig 'dug pa de las zhal bshus te thengs gnyis zhus te spel ba po byang chub rgya mtshos so ||
125(co)001	ston pa bde bar gshegs pa'i mdzad pa rmad du byung ba bcu gnyis kyi tshul dad pa'i 'od stong 'dren pa'i skya rengs/	125	Yon tan bzang po	Tib	1	32	ces pa 'adi'ang rgyas 'gyur gyi rigs zab pa'i mtshan ma can gzhon nu blo gros rgyal mtshan zhes bgyi ba | re zhig gsar bu sku na cher ma langs pa sbyong brtson gyi thog mar babs pa'i rgyus | dam pa gzhan gyis bkod pa rgya che ba'i tshigs tshogs la 'jigs pa gang gi thugs su bzung ba'i rten du | dman pa nags su bsti ba gu Na b+ha dra d+ha ras bas matha'i tshal gang nas bris te phul ba mang thos kyi yon tan rgya mtsho lta bu'i dbang phyug dam par gyur cig ||
125(co)002	'phags pa'i gnas brtan chen po bcu drug gi lo rgyus mdor bsdus/	125	Mi pham 'jam dbyangs rgya mtsho	Tib	33	40	 gnas brtan lo rgyus rgyas par 'bri sems kyang dpe ma 'byor bas 'di ni 'jam mgon mi pham rin po che'i skad gnyis shan sbyar la don gyi rnam thar cha tshang bar 'dug pa zur du phyung ste sa khong mi stong tsam du bris pa dge'o ||
125(co)003	slob dpon sangs rgyas gnyis pa pad+ma 'byung gnas kyi rnam par thar pa yid kyi mun sel/	125	Sog bzlog pa Blo gros rgyal mtshan	Tib	41	288	khungs ldan bka' gter lo rgyus rgya mtsho che'i || snying po'i yang snying bcud du phyungs 'di ko || mkhas grub bye ba'i ded dpon sog zlog pa || blo gros rgyal mtshan bzang po'i legs bshad do ||
125(co)004	d+harma shrI rang nyid kyi chos dang rjes su 'brel ba'i spyod pa las brtsams pa'i lo rgyus bden gtam rna ba'ibadud rtsi/	125	sMin gling mkhan chen 02 D+harma ShrI	Tib	289	338	khyad par rgyal ba 'phags pa lha'i thugs kyi sras ngag dbang mchog gi sprul pa'i sku'i zhal snga nas dngul srang gsum dang byams pa kha btags kyi gnang sbyin dang bcas te gsung gis bskul ba'i ngor mdo khams kyi sa'i thig le chab mdo byams pa gling du dbu btsugs pa las 'phro cung zad lus pa phyis rje bla ma dam pas kyang gsar brtsams mdo dbang rnam bshad kyi dpe rdo rje brag rig 'dzin sprul pa'i sku'i spyan sngar 'bul bar mdzad pa la shin tu dgyes pa'i gzigs pa rnam par dag pas rang nyid kyi rnam thar zhig kyang rtsom par rigs zhes bka' lam du stsal 'dug pa ltar rang lo drug cu pa chu sbrul hor zla drug pa'i tshes bcu gcig lhag pa lha mtshams kyi 'grub sbyor 'dzom pa'i nyin gyi nyi shar phyi cha bdud rtsi thun mtshams kyi sbyor ba'i thog | dge slong rmongs pa d+harma sh+r+Ais rang gnas 'chi med 'od snang du grub par sbyar ba'i yi ge pa ni legs gling chos mdzad dge slong 'gyur med mchog grub kyis bgyis pa dge legs 'phel||
125(co)005	shar kaH thog pa bsod nams rgyal mtshan gyi rnam par thar pa/	125	bSod nam rgyal mtshan & rNam grol ye shes bzang po	Tib	339	368	zhes pa 'di nyid kho bo rnam grol ye shes bzang pos | dpal 'bras mo bshongs kyi nub sgo gangs chen mdzod lnga stag rtse'i zhol | dge rgyas 'jag ma lung gi phu | dge legs sman bzang gi mdun du sbyar ba 'di dge legs su gyur cig ||
126(cho)001	sprul pa'i lo tsA bai ro tsa na'i rnam thar 'dra 'bags chen mo/	126	Jo mo sman po	Tib	1	404	der jo sman gyis gnas gsar rdza mo seng ge kha gdangs pa 'dra ba'i brag gseb na yar la ra mo shag byu ru phyin pas brag seng ge kha gdangs pa 'dra ba'i 'og nas | rje b+Aee ro tsa na'i 'dra 'bags chen mo 'di rnyed slob dpon zhang gnas gsar bas gter du sbas nas lo bzhi bcu zhe brgyad las ma lon pa 'dug | bdag gi lo bzhi bcu zhe lnga bya'i lo la rnyed do ||
126(cho)002	sangs rgyas ye shes rin po che'i lo rgyus gnubs kyi bka' shog chen mo/	126	gNubs chen Sangs rgyas ye shes	Tib	405	448	sa pho 'brug gi lo la | bla ma kun gsal bas | sems phyogs kyi dbang mo che mdzad dus su | 'dra 'bags chen mo 'di zhang mkhar gsal bas bla ma la bka' zhus nas | thugs la btags nas gnang ngo || 'dra 'bags chen mo las | bod kyi bla ma rnams kyi dgongs pa'i nyams rin po che'i phreng ba ltar brgyud pa'i skabs te bdun pa rdzogs so ||
126(cho)003	bod kyi bla ma rnams kyi dgongs nyams kyi lo rgyus/	126	Unknown		449	494	
127(jo)001	byang chub sems dpa' chen po nye ba'i sras brgyad kyi rtogs brjod nor bu'i phreng ba/	127	Mi pham 'jam dbyangs rgya mtsho	Tib	1	494	de bzhin gshegs pa'i gsung rab rin po che'i mdzod rnams las btus te mi pham rnam par rgyal bas phyogs gcig tu bkod pa 'dis nam mkha' dang mnyam pa'i sems can thams cad kyis rgyal sras sems dpa' brgyad dang mnyam pa nyid du gyur pa'i yon tan gyi chos kun la dbang 'byor bar gyur cig ||
128(nyo)001	'dus pa mdo dbang gi bla ma brgyud pa'i rnam thar ngo mtshar dad pa'i phreng ba/	128	Padma 'phrin las		1	532	de ltar 'dus pa mdo dbang gi bla ma brgyud pa'i rnam thar ngo mtshar dad pa'i phreng ba zhes bya ba 'di yang | mdo dkyil dbang gi chog khrigs dkyil 'khor rgya mtsho'i 'jug ngogs kyi rgyab chos su dmigs te | thub bstan e wam lcog gi chos smra ba'i dge slong bya bral ba pad+ma 'phrin las kyis rang lo zhe gcig pa lcags mo bya'i lo dbyar zla ra ba s+n+ron gyi zla bas 'go brtsams | dbyar 'bring chu stod kyis nya ba'i dbang phyogs bzang po dang po'i tshes la yongs su tshang bar 'og min bla ma'i gdan sa thub bstan rdo rje brag gi yang dben 'chi med pho brang du legs par sbyar ba'i yi ge pa ni dge slong sman mchog gis bgyis pa phyogs dus kun tu dge zhing bkra shis pa'i rgyur gyur cig ||
129(to)001	bla ma rog gi ban d+he shes rab 'od kyis mdzad pa'i grub mtha' so so'i bzhed gzhung gsal bar ston pa chos 'byung grub mtha' chen mo bstan pa'i sgron me/	129	Shes rab 'od		1	160	bla ma rog gi ban+d+he shes rab 'od kyis mdzad pa'i grub mtha' chos 'byung chen po bstan pa'i sgron me 'di la gzhan dang gzhan las 'phags pa'i khyad nor du mas phyug kyang dpe rgyun dkon pas | rab byung bcu drug pa'i nang bses lcags pho rta'i lor 'bras ljongs khang gsar bla ma o rgyan bstan 'dzin gyis bstan pa'i sri zhur par du bsgrubs pa'o ||
129(to)002	dpal rdo rje phur pa'i lo rgyus chos kyi 'byung gnas ngo mtshar rgya mtsho'i rba rlabs/	129	Sog bzlog pa Blo gros rgyal mtshan		169	280	dpal rdo rje phur pa'i chos kyi byung tshul lo rgyus ngo mtshar rgya mtsho'i rba rlabs zhes bya ba | rang dang skal par ldan pa rnams kyi brjed byang du | sh+AAkya'i btsun pa nam mkhar spyod pa zhes bya bas sa mo bya'i lo dbos nya'i gang ba dang po'i tshes la rdzogs par sbyar ba 'dis kyang rgyal ba'i bstan pa phyogs dus kun tu rgyas pa dang | 'gro ba rnams bde skyid phun sum tshogs pa'i dpal la dus kun tu spyod par gyur cig ||
129(to)003	chos 'byung bstan pa'i sgron me rtsod bzlog seng ge'i nga ro/	129	Ratna gling pa		281	462	chos 'byung bstan pa'i sgron me rtsod bzlog seng ge'i nga ro zhes bya ba 'di ni | sh+AAkya'i dge tshul | gsang sngags rdo rje 'dzin pa'i rnal 'byor pa | dus mtha'i gter ston | o rgyan chen po'i gsung 'dzin | rin chen dpal bzang pos | sa pho stag gi lo | ston zla 'bring po'i tshes bcu nas dbu btsugs te | khrid kyi thun bar la nye bar sbyar te | khyi zla ba'i yar tshes la | lho phyogs mon bod kyi mtshams | g.yu mtsho sngon mo'i mgul bde chen gling gi gtsug lag khang du legs par sbyar ba'i yi ge pa ni | yar 'brog gi slob dpon shes rab bzang pos bgyis so || dge ba 'dis sangs rgyas kyi bstan pa nyi ma ltar khyab par gyur cig ||
130(tho)001	gsang sngags snga 'gyur la bod du rtsod pa snga phyir 'byung ba rnams kyi lan du brjod pa nges pa don gyi 'brug sgra/	130	Sog bzlog pa Blo gros rgyal mtshan		1	430	ces 'brug shar rdzong gi mi rje gang gi gsung bskul bzhin phyi mo'i zhus dag dang chab gcig 'jigs bral ye shes rdo rjes spel ba dza yan+tu ||
130(tho)002	dra mthun khyad 'phags ngang pa'i rgyal po/	130	Dam pa bde gshegs		431	432	shar kaH thog pa dam pa bde gshegs kyis gsungs pa rdzogs so ||
131(do)001	rgyal ba'i dbang po karma pa mi bskyod rdo rjes gsang sngags rnying ma ba rnams la dri ba'i chab shog gnang ba'i dris len lung dang rig pa'i 'brug sgra/	131	Sog bzlog pa Blo gros rgyal mtshan		1	180	ces pa'ang rnam dkar 'du byed pa po gzhan phan chos kyi blo gros rang nyid kyis bris pa sarba d+AA mang+ga lam ||
131(do)002	rtsod bzlog gnam lcags 'brug brgya dgod pa'i nga ro/	131	Padma 'phrin las		181	214	de ltar rtsod bzlog gnam lcags 'brug brgya dgod pa'i nga ro zhes bya ba 'di yang | lha sa sbus srang nas thos ldan a bo skyon pa lags kyi gsung gis bskul ngor | pad+ma'i rjes 'jug bka' gdams kyi dge slong pad+ma phrin las kyis | sa ga'i dmar phyogs rgyal ba gsum pa'i tshes la | rang gnas thub bstan rdo rje brag gi chos grwar sbyar ba dge |
131(do)003	dris lan yang gsal sgron ma zhes btags pa gsang sngags rnying mar log rtog spel ba gzhom byed rgyal ba'i gsung bzhin legs par bshad pa lung gi rnga chen/	131	Gyur med tshe dbang mchog grub		215	324	ces brag dkar dge bshes zhes bya bas dris lan du btags pa'i snga 'gyur rnying ma'i chos la lung rigs kyi dgag bya 'gog byed gang yang med bzhin du 'jig rten pa'i ngan shags lta bu'i smra ba ngan pa 'ga' zhig mthong bas blo chung bsod nams dman pa cha shas log lta la sbyar bar srid pas | de dag las bzlog 'dod kyi bsam pa kho nas sangs rgyas gnyis pa 7o rgyan rin po che'i rjes 'jug tu rlom pa'i rnying ban rgan po gyi na pa 7nges don bstan 'phel zhes bgyi bas rang gnas 'od bzang nyi ma'i rdzong du bris pa yongs la phan par gyur cig ||
131(do)004	snga 'gyur rnying ma'i gzhung la brgal ba'i lan lung dang rigs pa'i skya rengs dang po/	131	Padma rdo rje		325	348	spyi bor son pa'i mthu las legs bshad gtam || cung zad sma la dbang pa'i klog pa ba || pad+ma badz+ra zhes byar 'bod pa des || don gnyer can 'gas nan gyis bskul ba'i ngor || ru dam dpal gyi gtsug lag khang chen po'i || nye gam bsam gtan sgom pa'i khang bu nas || thun mtshams gsum du shar mar bris nas springs || de las byung ba'i dge tshogs gangs ri'i tog | ston zla'i 'od zer 'khyud ltar dkar ba des || rang gzhan the tshom mun pa kun bsal nas || chos rab rnam 'byed blo gros 'phel gyur cig | ces pa'ang bgro gleng pa bsod nams bstan pas bris pa'i yi ge'i lan du sa sprel zla 12pa'i tshes 13la'o ||
131(do)005	sdom pa gsum gyi rab tu dbye ba'i bstan bcos chen pos snga 'gyur phyogs la rtsod pa spong ba 'dus ma byas kyi gnad mdzod/	131	Gyur med tshe dbang mchog grub		349	464	de ltar na ri kha ba can gyi khongs su bde bar gshegs pa'i bstan pa rin po che'i snang byed gcig pu lta bur 'gyur pa chos kyi rje sa skya paN+Di ta chen pos sdom pa gsum gyi rab tu dbye ba'i bstan bcos chen por rgyal bstan shing rta chen po'i ring lugs rma med pa la drang ba'i phyir du dgongs nas | bka' stsal ba'i dngos bstan tshig kha shas la brten nas tshig la rtog pa'i mkhas par rlom pa dang | blun po dag gis ma rtogs pa'am | rtogs kyang phyogs lhung gis kun nas dkris pas rang dang skal dman du ma chos spong ba la sbyor ba mthong bas de dag la cung zad phan du re na gzu bo'i blos drang shan 'byed pa'i yi ge 'di nyid snga mo zhig nas sbyar ba la | slar yang tshig don gyi cha la zhus dag gis phri bstan cung zad dang bcas chos rje rgyal ba kaHthoga pa yab sras kyi gdul bya'i rjes zhugs su rlom pas rig pa 'dzin pa tshe dbang mchog grub nges don bstan 'phel dpal bzang por sgro btags pas dpal kaH thog rdo rje gdan gyi g+han+d+ho la'i ba gam du bris pa re zhig rdzogs so ||
131(do)006	rdzogs pa chen po gsang sngags rnying ma la/_log rtog 'khrul pa'i 'khrul 'joms dang /_rdzogs chen dka' gnad sbas pa yi/_sgo 'byed lde mig chen po yod/	131	Klong chen rab 'byams pa Dri med 'od zer		465	600	 log rtog 'khrul 'joms shes bya ba 'di ni | theg pa chog gi rnal 'byor pa | klong kun mkhyen dri med 'od zer sogs mtshan bdun du grags pa de nyid kyis | chen rab 'byams kyis | dpyid zla ra ba hor lugs kyi zla ba dang po | bcom ldan 'das kyis cho 'phrul chen pos | mu mu stegs kyi ston pa drug la logs pa | stegs pa rnams pham par mdzad pa'i dus kyi zla ba'i | dkar phyogs kyi tshes bcu'i nyin par rdzogs par bris pa 'dis | log par rtog pa rnams kyi 'khrul pa thams cad bcom nas | phyis rdzogs pa chen po'i chos la skyabs kyi dam pa mchog du byed par gyur cig ||
132(no)001	bzang spyod smon 'grel 'phags mchog gsang mdzod/	132	Tāranātha		1	142	'phags mchog rnams kyi gsang ba'i mdzod ces bya ba | rgyal khams pa t+AA ra n+AA thas nags rgyal gyi dben gnas jo nang du smras pa'o ||
132(no)002	'phags ba bzang po spyod pa'i smon lam gyi 'grel chung 'phags mchog rnams kyi rnam par thar pa mtha' yas la 'jug pa'i sgo/	132	sMin gling mkhan chen 02 D+harma ShrI		143	182	'phags pa bzang po spyod pa'i smon lam gyi 'grel chung 'phags mchog rnams kyi rnam par thar pa mtha' yas la 'jug pa'i sgo zhes bya ba 'di ni rgyal tshab mchog gi sprul pa'i sku'i zham ring gi mthu bo ma ti swa ra swa sti'i gsung gis bskul ba ltar smyos kyi dge slong rmongs pa d+harma sh+r+Ais lcags sbrul s+n+ron zla'i tshes bcu chen mo'i dus mchod kyi nyin o rgyan smin grol gliing gi chos grwar sbyar ba yin pas yi ge 'di 'bri mi ni bag gros bris pa yin lags pa ni dge ba ci bsam 'grub par shog cig || 
132(no)003	phags pa bzang po spyod pa'i tshig don gyi 'grel pa legs bshad kun las btus pa/	132	bKra shis rin chen		183	230	'phags pa bzang po spyod pa'i smon lam gyi 'bru 'grel legs bshad kun btus zhes bya ba 'di ni | lo ts+AA ba ye shes sde dang | jo nang rje btsun t+AA ra n+AA tha dang | mkhan chen chos dpal rgya mtsho dang | lcang skya rol pa'i rdo rje rnams kyi 'grel pa las btus te | gzhung tshig dkyus su 'grigs par bgyi ba po | skyabs rje 'jam dbyangs mkhyen brtse'i dbang po'i slob gral ba grags pa rgyal mtshan gyis dben ri pad+ma shel gyi phug par bris pa'o ||
132(no)004	snga 'gyur bstan pa rgyas pa'i smon lam gyi 'grel pa phyogs las rnam par rgyal ba'i rgyal mtshan/	132	Padma rnam rgyal		231	470	de slad bstan pa rgyas pa'i smon lam drang srong mi pham gsung gi dgongs 'grel legs bshad mchog || mkhyen rab dbang phyug rgyal tshab 'jam dbyangs blo gros rgya mtsho'i sgra dbyangs sgrogs des brtsams mdzad pa || 'di ko snga 'gyur bka' ma'i chos mdzod yan lag mtha' rgyas khongs su bsdus shing spel bar byas || bsod nams gang des skabs don smon pa'i gnas kun gegs med yongs 'grub bkra shis dpal 'bar shog | ces pa'ang 'jigs bral ye shes rdo rjes bris pa dza yan+tu ||
132(no)005	gsang chen sngags kyi smon lam rdo rje'i rgya mdud kyi rnam par bshad pa zab gsang bdud rtsi'i rol mtsho/	132	Kun dga' rgyal mtshan	Tib	471	530	rmongs btsun 'du shes gsum pa kun dga' rgyal mtshan du 'bod pas yang yang dpyad de sbyar ba |
132(no)006	smon lam rdo rje'i tshig gi rgya mdud kyi 'grel pa/	132	Mi pham 'jam dbyangs rgya mtsho		531	552	ces pa 'di ni rigs thams cad kyi khyab bdag bka' drin gzhal du med pa 'jam ma gon bla ma kun mkhyen rdo rje gzi brjid kyis gsung gi gnang ba stsal ba la brten | mkhan chen pad+ma badz+ra las bshad lung mnos nas smon lam rdo rje'i tshig gi rgya mdud kyi 'bru 'grel cung zad 'god pa po ni mi pham blo gros dri med ces bya ba rmongs brtul gyi na ba bdag gis rdzong gsar bkra shis lha rtser bris pa yin la | bla ma'i drin gyis bris par gyur mod kyi ma rtogs pa dang log rtog gi cha ni rang blo'i dri ma'i skyon yin pas mkhas pa'i dbang po rnams la bshags shing | dge bas bstan 'gro'i bde skyid thams cad yar ngo'i dus kyi zla ba ltar gong nas gong du 'phel bar gyur cig gu ||
