	title	vol	Name of Author	Claimed Provenance	start	end	Colophon
040(thi)056	gcod kyi me mchod gsal byed me'i pa tra/	40	Puṇyelakṣa	Tib	759	781	kaH thog pa'i 'bangs kyi tha mal gyur pa'i ku su lu puN+ye la k+Shas sbyar ba re zhig rdzogs so ||
040(thi)057	me bskul/	40	Unknown		781	784	
040(thi)058	sdig pa me yi mtha' gtad/	40	Unknown		784	788	
040(thi)059	zab don gcod kyi bsregs pa'i las mtha' dus mtha'i me chen dbu phyogs/	40	dGe slong Padma	NA	788	797	dge slong pad+ma chos dbyings kyi 'phral du bris pa'o ||
040(thi)060	ma cig gi bka' srung zangs ri'i btsan rgod spun gnyis kyi gtor chog	40	Unknown		797	800	
041(di)001	'phags pa bkra shis brgyad pa'i tshigs su bcad pa/	41	Mi pham 'jam dbyangs rgya mtsho	Tib	1	4	rab tshes me sprel zla 5tshes 3gza' nyi ma dang rgyu skar rgyal gyi dus bzang po'i cha la 'jam dpal dgyes pa'i rdo rje'i yid mtsho las byung ba nor bu'i do shal chen po mang+ga laM || dge legs cher 'phel ||
041(di)002	bkra shis brgyad pa'i mchod chog bdud rtsi'i gter bum/	41	Zhe chen rgyal tshab 4 Padma rnam rgyal alias 'Jam dbyangs Blo gros rgya mtsho'i sgra dbyangs	Tib	5	16	zhes pa'ang bya bral ba 'jam dbyangs blo gros rgya mtsho'i sgra dbyangs kyis kun mkhyen bla ma 'jam dpal dgyes pa'i rdo rje'i gsung las btus te brgyad bde gshegs 'dus pa'i tshogs khang rang byung brag gi ke'u tshang du bris pa dge ||
041(di)003	sa chog dpal gyi gzhi 'dzin/	41	Mi pham 'jam dbyangs rgya mtsho	Tib	17	26	bya spyod rigs gsum dkyil 'khor sgrub pa'i byang 'dren pa | dge sbyong 'gyur med rgya mtshos nan tan bskul ngor gsar rnying gi bla ma gong ma dag gi phyag bzhes bzhin snying por dril te mi pham 'jam dbyangs rnam rgyal zhes pas ru dam ri khrod du phral mar bris pa dge legs 'phel ||
041(di)004	dkyil 'khor spyi'i thig tshon gyi bya ba rab gsal kun dga'/	41	sMin gling mkhan chen 02 D+harma ShrI	Tib	27	77	de ltar gter chen bla ma chos kyi rje'i || zhabs rdul spyi bo'i pad+mora rtag bzhugs shing || snying dbus do rar mtshan dpe'i gar rtsen pa'i || skal bzang sngags btsun d+harma sh+r+Ais sbyar || 'dis kyang tshe 'di nyid la rdo rje 'chang gi go 'phang mthon por phyiin pa'i rgyur gyur cig ||
041(di)005	srog shing bya tshul legs bshad kyi gsung /	41	Unknown	Tib	77	79	
041(di)006	smin gling mchod rten thig tshad rab gsal me long /	41	Unknown		79	92	
041(di)007	rten la nang gzungs 'bul tshul 'thor bu legs bshad kyi gsung /	41	Unknown		92	96	
041(di)008	rten gsum rab tu gnas pa'i cho ga dge legs 'dod 'jo/	41	Gyur med rdo rje gter bdag gling pa	Tib	97	158	rig pa 'dzin pa 'gyur med rdo rjes brjod pa'i yi ge pa ni rig byed 'dzin pa'i sdom brtson o rgyan dpal 'byor gyis gus par bgyis pa'o ||
041(di)009	rten la rab gnas sgrub pa'i cho ga'i snying po dge legs dpal 'phel/	41	Mi pham 'jam dbyangs rgya mtsho	Tib	159	181	te rab tshes sna tshogs dbyig ces pa'i bgrang bya'i sa ga zla ba'i dmar phyogs rgyal ba gsum bar | rgya stod brag dkar gyi dben gnas su mi pham rnam par rgyal bas bkod pa 'dis bstan 'gro la phan pa byed par gyur cig ||
041(di)010	rten gsar bzhengs kyi arga'i cho ga	41	Unknown		181	182	
041(di)011	rten rnying gi arga spo chog	41	Unknown		182	184	zhes rje btsun grags pa'i gsung la gzhi byas | tshig gsal bar d+h+Ais bkod pa dge'o ||
041(di)012	rab gnas dge legs 'dod 'jo'i yon bdag bsgo ba'i gtong thun nyer mkho/	41	Gyur med rdo rje gter bdag gling pa (Vajrākṣara)	Tib	185	210	zhes sogs tshigs su bcad pa rol mo'i skra dang bcas pas phyogs dus kun tu bkra shis par bya'o || zhes pa'ang badz+r+AAk+Sha ras so |||
041(di)013	rab gnas yon bsgo'i gtong thun snying por dril ba/	41	Gyur med rdo rje gter bdag gling pa (Vajrākṣara)	Tib	211	218	zhes pa'ang rab gnas cho ga'i lhan thabs su 'gyur med rdo rjes so ||
041(di)014	rdzas brgyad dang sna bdun 'bul ba'i zur byang /	41	Unknown		218	222	
041(di)015	rab tu gnas par byed pa'i cho ga'i lag len gsal bar byed pa legs par bshad pa'i rol mtsho/	41	Gyur med rdo rje gter bdag gling pa	Tib	223	274	rig pa 'dzin pa 'gyur med rdo rjes srin po'i lo dbo nya ba'i yar ngo'i tshes bcu la gangs can gyi sa'i thig le ri bo gru 'dzin gyi pho brang chen por sbyar ba'i yi ge pa ni ngag dbang phrin las dpal lo || 'dis kyang rgyal ba'i bstan pa la phan pa rgya chen po 'byung bar gyur cig ||
041(di)016	tshig bdun gsol 'debs dang 'brel ba'i bla ma'i rnal 'byor byin rlabs char 'bebs/	41	Mi pham 'jam dbyangs rgya mtsho	Tib	274	277	zhes pa'ang thams cad 'dul ces pa'i gro bzhin zla ba'i yar tshes brgyad la tshe rabs thams cad du gu ru pad+ma'i bran du smon lam 'debs pa mi pham rnam par rgyal ba'i yid kyi blo mtsho las dbyungs pa dge'o ||
041(di)017	rdo rje tshig bdun dang 'brel ba'i tshogs mchod dpal gyi bum bzang /	41	Mi pham 'jam dbyangs rgya mtsho	Tib	277	278	zhes pa'ang gser 'phyang lo'i dbo zla'i tshes bcu la 'jam dpal dgyes pa'i yid kyi mtsho las byung ba'i nor bu bsam 'phel yang dag pa mang+ga laM ||
041(di)018	tshogs gsog gi rim pa dang rjes su 'brel ba'i sdom pa gsum gyi gso sbyong thar pa'i them skas las rgyun gyi nyams len bsdus pa/	41	Yon tan rgya mtsho Blo gro mtha' yas (Karma Ngag dbang Yon tan rgya mtsho)	Tib	279	304	
041(di)019	rten gsum rab tu gnas pa'i cho ga snying por dril ba dge legs char 'bebs/	41	Jam dbyangs mkhyen brtse'i dbang po ( Mañjughośa)	Tib	305	325	sh+AAkya'i dge slong rig pa 'dzin pa many+dzu g+ho Shas legs par sbyar ba'i dge bas 'jig rten gsum na dge legs kyis snang bas dus rtag tu khyab pa'i rgyur gyur cig ||
041(di)020	rgyud las gsungs pa'i sangs rgyas spyi'i bstod pa/	41	Unknown		325	326	zhes dpal yang dag he ru ka gal po'i rgyud sogs las gsungs pa'i sangs rgyas spyi'i bstod pa'o ||
041(di)021	dpal mgon 'phags pa klu sgrub zhal snga nas brgyud pa'i sgrol ma g.yul bzlog bltas chog tu bkod pa bden 'bras myur ston/	41	Situ 11 Padma dbang mchog rgyal po	Tib	327	370	ces pa'ang dam pa mchog gis bkra shis pa'i lha reg bcas bskul ngor t+AA'i si tu pad+ma dbang mchog rgyal pos smras pa dge legs 'phel ||
041(di)022	gtor ma cha gsum gyi cho ga	41	Gyur med rdo rje gter bdag gling pa	Tib	371	380	sh+AAkya'i dge bsnyen rig pa 'dzin pa 'gyur med rdo rjes sbyar ba'o ||
041(di)023	brgya bzhi'i cho ga 'dod don lhun grub/	41	Gyur med rdo rje gter bdag gling pa	Tib	381	404	dge sbyong 'tsho byed gzhan phan mchog sbyin gyis bskul bas kyang rkyen byas te snyoms las pa 'gyur med rdo rjes sbyar ba'o ||
041(di)024	dkar gsur mi pham gyi gsung /	41	Mi pham 'jam dbyangs rgya mtsho	Tib	404	405	me sprel zla ba gcig pa'i tshes nyer lnga la mi pham pas phral bris mang+ga laM ||
041(di)025	dmar gsur mi pham gyi gsung /	41	Mi pham 'jam dbyangs rgya mtsho	Tib	405	407	rab tshes me sprel zla ba gcig pa'i tshes nyer lnga la mi pham pas 'phral bris mang+ga laM ||
041(di)026	gdon bgegs 'byung po'i gsur bsngo rkyen ngan kun grol/	41	Mi pham 'jam dbyangs rgya mtsho	Tib	407	412	ces pa'ang rgya stod dbang phug tu rmi lam rkyen las phyi nang zla ba bcu pa'i tshes bco brgyad la mi pham pas phan sems kyis bris pa dge bar gyur cig ||
041(di)027	bsangs kyi cho ga bde legs kun 'byung rgyags brngan dang bcas pa/	41	Klong chen rab 'byams pa Dri med 'od zer & rGyal sras legs pa 	Tib	413	452	de ltar slob dpon sangs rgyas gnyis pa pad+m+AA ka ras bsam yas sa 'dul gyi don du mdzad pa'i rgyags barngana chen mo phan yon bsam las 'das pa 'di nyid zur mkhar rdo'i mchod rten du sba bar mdzad pa | rgyal sras legs pas spyan drangs pa nyid bar skabs su dpe ma dag pa rgyun 'byams pa las | kun mkhyen chen po klong chen rab 'byams bzang pos zhus dag par mdzad cing |
041(di)028	slob dpon chen po pad+ma 'byung gnas kyis mdzad pa'i mnol bsang lha chab sngon mo/	41	Padmasambhava & 'Jigs bral ye shes rdo rje	Ind & Tib	453	477	slob dpon chen po pad+ma 'byung gnas kyis mdzad pa'i mnol bsang lha chab sngon mo zhes bya ba rdzogs so ||
041(di)029	mnol bsang lha chab sngon mo'i khog dbub spyi chings mdor bsdus/	41	Jigs bral ye shes rdo rje	Tib	477	480	zhes pa'ang rang gzhan grong sngags pa rnams 'jug bde'i ngag khrigs su 'jigs bral ye shes rdo rjes bsdebs pa dge ||
041(di)030	sgeg rdor lugs kyi bla bslu bcu gsum ma'i chog bsgrigs bklags pas kun shes go gsal du bkod pa srog gi btsan rdzong /	41	Yon tan rgya mtsho Blo gro mtha' yas	Tib	481	513	ces mchog dman kun la lan tsh+wa'i zas bzhin brim yang gzhung mthun lag len byed pa dkon par mthong bas | rtsa gzhung nyid lung rgyun bar ma chad par snang bas sor bzhag thog gzhan la phan pa'i bsam pas gsal byed kyis brgyan te pad+ma gar dbang blo gros mtha' yas pa'i sdes rdzong shod bde gshegs 'dus pa'i pho brang chen por bkod pa dge legs 'phel ||
041(di)031	'gres byang /	41	Unknown		513	514	
041(di)032	zlog byang /	41	Unknown		514	516	
041(di)033	bla bslu 'chi bdag gi g.yul las rgyal ba slob dpon chen pos gnang ba/	41	Padamsambhava	Ind	517	525	zhes slob dpon chen po pad+ma 'byung gnas kyis mnga' bdag rgyal po'i don gyi phyir phyag len du mdzad nas bka' nas bkar brgyud pa'i bla bslu 'chi bdag g.yul las rnam par rgyal ba'i man ngag byin rlabs can rdzogs so ||
041(di)034	zin bris/	41	Unknown		525	530	bla bslu 'di tshe sgrub kyi cha lag yin pas bla ma zhi khro'i tshe sgrub lta bu tshe sgrub gang rung gi bdag bskyed dang 'brel bar byas kyang shin tu legs so ||
041(di)035	gsar rnying spyir 'gro ba'i dbang bshad bye brag so so la 'khyog mtshams kyi dper brjod dang /	41	sMin gling mkhan chen 02 D+harma ShrI	Tib	531	584	zhes blo dman rnams la phan pa'i phyir tshul 'di lta bu zhig brtsam dgos zhes thangs la mkhar sprul sku rin po che ngag dbang kun bzang rang grol gyis gsung gis bskul bar mdzad pa'i bka' ma chog par gnyos btsun rmongs pa d+harma sh+r+Ais zin bris sug las su bstar ba'o ||
041(di)036	bar do'i chos bshad brjod bder spel ba/	41	sMin gling mkhan chen 02 D+harma ShrI	Tib	585	678	d+har+m+AA sh+r+Ais ched du brjod pa phyogs dus kun tu bde legs kyi snang ba chen pos khyab par gyur cig ||
041(di)037	gangs ri'i khrod kyi klog pa nyan bshad pa rnams kyi snyan du bsrings pa thos bsam 'chi med bdud rtsi/	41	Gro 'dul gling pa Shes rab 'od zer (Prajñārasmi)	Tib	679	746	
041(di)038	rdo rje theg pa'i dkyil chog gang la'ang sbyar chog pa yan lag brgyad pa'i 'bru 'grel nyung ngur bsdus pa/	41	Mi pham 'jam dbyangs rgya mtsho	Tib	747	752	zhes pa'ang mi pham rnam rgyal rgya mtshos so ||
041(di)039	rnying lugs bka' ma'i byin 'bebs kyi 'grel pa legs bshad sprin gyi rol mo/	41	rDzogs chen mkhan rabs Padma rdo rje	Tib	753	768	de ltar bka' ma'i byin 'bebs kyi gzhung 'di nyid tshig barlinga zhing don rtogs par dka' ba de ltar na'ang | bka' drin 'khor mtha' dang bral ba'i 'dren pa mchog gi gsung gsang spyi bor phebs pa ldog tu ma nus par snyoms las pa rmongs pa pad+ma badz+ra du 'bod pas g.yar khral du bris pa dge bar gyur cig ||
041(di)040	rgyud lung man ngag gi bshags pa'i tshig don cung zad bshad pa dri med shel gyi me long /	41	Mi pham 'jam dbyangs rgya mtsho	Tib	769	784	a dzi ta bi dzas rang blos gang dpog cung zad rnam par bshad pa dge legs su gyur cig || 
041(di)041	skong gi bshad pa mdor bsdus su byas pa/	41	O rgyan chos kyi grags pa	Tib	785	810	d+harma kirtisa gang shes tshod dpogs su bris pa las gzhung don dang 'byor ba ji bzhin byung min 'gro ba chos spyan gyis gzigs pas dpyad du gsol lo ||
041(di)042	'phags pa bzang po spyod pa'i smon lam gyi rgyal po/	41	Vairocana	Tib	811	824	rgya gar gyi mkhan po dzi na mi tra dang | su ren+d+ra bo d+hi dang | lo ts+AA ba ban+de ye shes sde la sogs pas bsgyur cing lo chen bee ro tsa nas zhus chen mdzad pa'o ||
041(di)043	byang chub spyod pa'i smon lam phan bde'i l+dzon pa/	41	'Gro 'dul gling pa Shes rab 'od zer	Tib	825	836	byang chub spyod pa'i smon lam phan bde'i ljon pa zhes bya ba 'di rje btsun dam pa rat+na'i zhabs rdul spyi bor gus pas len pa bka'i 'bangs shes rab 'od zer gyis snying po'i bsgrub pa lhur len pa'i sgar gyi khrod bla brang du sbyar ba'o ||
041(di)044	kun mkhyen dri med 'od zer gyi gsung thor bu las/_bar do'i smon lam ngo sprod/	41	'Gro 'dul gling pa Shes rab 'od zer (Prajñārasmi)	Tib	837	840	ces 'chi kha bar do dang chos nyid bar do'i smon lam thos pas grol ba kun mkhyen klong chen rab 'byams kyis mdzad pa rdzogs so |||
041(di)045	bar do'i smon lam dgongs gcig rgya mtsho/	41	Rig 'dzin 'Jigs med gling pa	Tib	841	850	ces pa'ang rig 'dzin 'jigs med gling pas so ||
041(di)046	gsang ba sngags kyi smon lam 'dod 'jo'i dga' ston/	41	'Gro 'dul gling pa Shes rab 'od zer (Prajñārasmi)	Tib	851	862	pra dz+ny+AA rasmisa thub bstan rdo rje brag tu sbyar ba'o ||
041(di)047	smon lam rdo rje'i rgya mdud/	41	Gyur med rdo rje gter bdag gling pa	Tib	862	864	ces pa'ang rig pa 'dzin pa 'gyur med rdo rjes so ||
041(di)048	mkhas grub rA ga a s+yas mdzad pa'i rnam dag bde chen zhing gi smon lam/	41	Karma  chags med (Rāgāsya)	Tib	865	882	zhes dge slong r+AA ga a s+yas sbyar bas 'gro ba sems can mang po bde ba can du skye ba'i rgyur gyur cig ||
041(di)049	snga 'gyur bstan pa rgyas pa'i smon lam chos rgyal dgyes pa'i zhal lung /	41	Mi pham 'jam dbyangs rgya mtsho	Tib	883	888	mi pham 'jam dbyangs rnam rgyal rgya mtshos gnas dus rten 'brel dge bar gung thun la shar mar bris pa dge legs 'phel ||
041(di)050	rdzogs pa chen po gzhi lam 'bras bu dbyer med pa'i don la smon pa rig stong rdo rje'i rang gdangs/	41	Mi pham 'jam dbyangs rgya mtsho	Tib	889	892	mi pham 'jam dpal dgyes pa'am 'od gsal rdo rje zhes bya ba'i rdzogs par bris pa ste |
041(di)051	'phags pa bkra shis brtsegs pa'i mdo/	41	Unknown		893	907	
041(di)052	bkra shis cho ga dpal gyi be'u/	41	Mi pham 'jam dbyangs rgya mtsho	Tib	907	909	ces pa'ang rab tshes me sprel zla 7tshes 7la mi pham 'jam dpal dgyes pas bris pa mang+ga laM ||
041(di)053	bkra shis mchog grub ma/	41	Mi pham 'jam dbyangs rgya mtsho	Tib	909	913	jam dpal mchog sbyin rdo rje'i ut+pala yid la byas pa'i rkyen las chu 'brug zla ba 2tshes 5la 'jam dpal dgyes pa'i blo yi mtsho las rdol ba mang+ga laM ||
041(di)054	bkra shis don kun grub pa'i dbyangs snyan/	41	Mi pham 'jam dbyangs rgya mtsho	Tib	913	916	ces pa'ang rab tshes me sprel 'od 'bar gdong pa bzang po'i zla 11tshes gza' skar sogs dus kyi cha shin tu dge bar sgrub khang 'chi med mchog grub gling du mi pham 'jam dpal dgyes pa'i rdo rje'i blo mtsho las byung ba nor bu'i gter chen po bkra shis dang dge legs mi zad pa gong nas gong du 'phel bar byed pa 'di snga 'gyur ba rnams kyi dpal du gnas pa de phyir spel bar bgyis na don kun 'grub bo ||
042(ni)001	skyabs 'gro yan lag drug pa'i rnam 'grel rten 'byung chos kyi rigs pa'i rtsibs stong ldan pa gti mug g.yul rgyal myur bar thar gling dbang du sgyur byed legs bshad gser gyi 'khor lo/	42	bsTan 'dzin grags pa	Tib	1	290	dpal gyi seng ge'i ming can gyis rdzogs par sbyar ba 'dis kyang phan bde'i 'byung gnas bde bar gshegs pa'i bstan pa phyogs bcur 'phel zhing yun ring du gnas la sems can thams cad bde ba dge ba kho na'i dpal la spyod par gyur cig ||
042(ni)002	dkon mchog gsum rjes su dran pa'i mdo rnam par 'grel ba bkra shis mi zad pa'i sgra dbyangs/	42	Mi pham 'jam dbyangs rgya mtsho	Tib	291	370	mchog gsum bdud rtsi'i zla ba yid la byas te tshig sdeb sbyor lhur ma blangs par don gyi 'gangs legs par gcod pa'i 'grel bshad du mi pham rnam par rgyal bas tha skar nya ba'i dkar phyogs kyi tshes brgyad pa dang dgu pa gnyis la rdzogs par bgyis pa 'dis skye rgu'i chos mthun gyi bsam pa yid bzhin du 'grub pa'i rgyur gyur cig || 
042(ni)003	gzhi thams cad yod par smra ba'i dge tshul gyi tshig le'ur byas pa'i mchan 'grel nor bu'i phreng ba	42	Mi pham 'jam dbyangs rgya mtsho	Tib	371	412	rab tshes me stag lor zhe chen yang dben bde mchog bkra shis 'phel du sh+AAkya'i btsun gzugs sa man+ta d+harma kirtira 'bod pas 'jam dbyangs mi pham rin po che'i sa bcad dang rtsa ba'i phyag mchan 'grel par gtugs te bkod pa'i yi ge pa ni | sh+AAkya'i dge slong mkhyen brtse blo gros kyis bgyis pa 'dis kyang dpal ldan bla ma yab sras thugs dgongs rdzogs pa dang bstan 'gro la phan pa rgya che zhing rgyun ring bar 'phel ba'i rgyur gyur cig |
042(ni)004	so thar mdo yi mchan 'grel nyung ngu nges legs them skas/	42	Mi pham 'jam dbyangs rgya mtsho	Tib	413	546	'di'ang bla ma zhing skyong nas bskul ngor mkhyen brtse'i dbang po'i byin rlabs kyi cha shas thob pa blo gros rgya mtshos smras pa sarbad+AA mang+ga laM ||
042(ni)005	ltung bshags kyi 'grel pa tA ra nA tha'i gsung /	42	Tāranātha	Tib	547	586	zhes pa'ang tā ra nā thas smras pa'o
042(ni)006	grub mtha' chen po bzhi'i rnam par gzhag pa mdo tsam phye ba nges don dgongs pa gsal byed/	42	Gyur med tshe dbang mchog grub	Tib	587	678	gyur med mchog ldan gyis 'du byas pa 'dis kyang chos rnams la rmongs pa med pa'i shes rab kyis srid mtsho brgal nus pa gyur cig ||
043(pi)001	thub chog byin rlab gter mdzod kyi rgyab chos pad+ma dkar po zhes bya ba stod cha/	43	Mi pham 'jam dbyangs rgya mtsho	Tib	1	672	
044(phi)001	thub chog byin rlab gter mdzod kyi rgyab chos pad+ma dkar po zhes bya ba smad cha/	44	Mi pham 'jam dbyangs rgya mtsho	Tib	1	632	ces pa 'di ni thub chog gi rgyab chos su || mi pham 'jam dbyangs rgya mtshos spel ba dge legs mchog tu gyur cig ||
045(bi)001	yon tan rin chen sdud pa'i 'grel pa rgyal ba'i yum gyi dgongs don la phyin ci ma log par 'jug pa'i legs bshad/	45	Mi pham 'jam dbyangs rgya mtsho	Tib	1	270	chos tshul 'di la yid ches brtan par gyur pa mi pham 'jam dpal dgyes pa'i rdo rjes rgya bod kyi 'grel pa rnams kyi legs par bshad pa la brten nas rang lo zhe bdun pa dga' ba chu 'brug gi lor rgyal dbang pad+mas byin gyis brlabs pa'i gnas dkar mo stag tshang du grags pa'i dpal gyi ke'u tshang gong ma bkra shis dpal 'bar pad+ma bde ldan gling zhes bya bar hor zla drug pa'i tshes bcu bzhi la dbu btsugs nas nyi ma brgyud mar | dal khoms dang bstun par ci rigs re bris shing zla ba de'i tshes nyer brgyad pa rgyu skar rgyal dang ldan pa'i dus bzang po sogs rten 'brel phun sum tshogs pa la yongs su rdzogs par grub par bgyis pa
045(bi)002	sdud 'grel yum la 'jug pa'i legs bshad las mdo dang bstan bcos sbyar tshul ma pham zhal lung /	45	Mi pham 'jam dbyangs rgya mtsho	Tib	271	450	ces pa'ang rig 'dzin sna tshogs rang grol mchog gis gzhung 'di spar du bsgrub par bzhed pa'i tshe | spar byang smon tshig tu gzhung rtsom pa po mi pham rnam par rgyal bas dga' ba chu 'brug gi lo'i khrums stod zla ba'i tshes gza' rgyu skar dge ba'i dus kyi char gang shar smras pa dge legs su gyur cig ||
045(bi)003	yon tan rin po che sdud pa'i bsdus don dri med nor bu'i phreng ba/	45	Mi pham 'jam dbyangs rgya mtsho	Tib	451	488	yon tan rin po che sdud pa'i 'grel pa rgyal ba'i yum gyi dgongs don la phyin ci ma log par 'jug pa'i legs bshad ces bya ba mi pham 'jam dpal dgyes pa'i rdo rje'i gsung las zur du bkod pa dza yan+tu ||
045(bi)004	bde gshegs snying po'i stong thun chen mo seng ge'i nga ro/	45	Mi pham 'jam dbyangs rgya mtsho	Tib	489	544	gnad re zung gsar bsnan bcas rab tshes lcags yos sa ga zla ba'i dmar phyogs kyi gral tshes dge bar sgrub khang bdud las rnam rgyal gling du blo gros dri med 'jam dpal dgyes pa'i rdo rjes zhag gnyis la ngos bshus grub par bgyis pa mang+ga laM ||
045(bi)005	gzhan stong khas len seng ge'i nga ro/	45	Mi pham 'jam dbyangs rgya mtsho	Tib	545	584	sngags snying po'i 'od zer nyi ma ltar || gsal bas sa gsum bkra shis 'byung bar shog | ces pa'ang me rta zla 2tshes 10la 'phral dran ltar mi pham pas so ||
045(bi)006	sher phyin rgyan gyi spyi don bsgom rim nyung ngu gzhung lugs legs bshad/	45	O rgyan 'Jigs med chos kyi dbang po	Tib	585	632	a bus nags chung ri khrod du thun bar 'ga' la bris pa dge zhing bkra shis |
046(mi)001	byang chub sems dpa'i spyod pa la 'jug pa'i 'grel pa legs par bshad pa'i rgya mtsho/	46	Thogs med bzang po dpal	Tib	1	332	byang chub sems dpa'i spyod pa la 'jug pa'i 'grel pa legs par bshad pa'i rgya mtsho zhes bya ba | lung rigs smra ba thogs med kyis dpal e'i gtsug lag khang du sbyar ba'o ||
046(mi)002	byang chub sems dpa'i spyod pa la 'jug pa'i tshig 'grel 'jam dbyangs bla ma'i zhal lung bdud rtsi'i thig pa/	46	Kun bzang dpal ldan	Tib	333	1116	kun bzang dpal ldan du 'bod pas grub par bgyis pa dge zhing bkra shis par gyur cig ||
046(mi)003	byang chub sems dpa'i spyod pa la 'jug pa'i sa bcad don gsal me long /	46	O rgyan 'Jigs med chos kyi dbang po	Tib	1117	1148	dpal sprul rin po ches mdzad pa dge'o ||
047(tsi)001	byang chub sems dpa'i spyod pa la 'jug pa'i sgom rim rab gsal nyi ma/	47	O rgyan 'jigs med chos kyi dbang po	Tib	1	24	ces pa 'adi'ang a bu hral pos smras so ||
047(tsi)002	chos kyi sdom bzhi ston pa dri ma med pa'i gtam kun mkhyen klong chen pas mdzad pa/	47	Klong chen rab 'byams pa  Dri med 'od zer	Tib	25	46	chos kyi sdom bzhi dri ma med pa'i gtam zhes bya ba || mang du thos pa'i rnal 'byor pa dri med 'od zer gyis || gangs ri thod dkar gyi mgul o rgyan rdzong zhes bya ba'i dben gnas su || dpyid gsum bsir bu'i gnam g.yogs 'dzin pa'i tshe legs par sbyar ba yongs su rdzogs so ||
047(tsi)003	sems dang ye shes brtag pa'i man ngag	47	Klong chen rab 'byams pa  Dri med 'od zer	Tib	47	66	
047(tsi)004	don rnam par nges pa shes rab ral gri mchan/	47	Mi pham 'jam dbyangs rgya mtsho	Tib	67	94	sa skyong gi lo hor zla gsum pa'i nyer dgu'i nyin gcig la 'jam dpal dgyes pas bris pa mang+ga laM |
047(tsi)005	don rnam par nges pa shes rab ral gri'i sa bcad mi pham gyi gsung ldeb/	47	Mi pham 'jam dbyangs rgya mtsho	Tib	94	98	mi pham pas bris pa mang+ga lam || 
047(tsi)006	dbu ma rgyan gyi rnam bshad 'jam dbyangs bla ma dgyes pa'i zhal lung /	47	Mi pham 'jam dbyangs rgya mtsho	Tib	99	610	 ces pa'ang spar byang smon tshig bcas rje bla ma'i bka' yi snang bas skyong ba 'jam dpal dgyes pas bris pa dge'o ||
048(tshi)001	nges shes rin po che'i sgron me/	48	Mi pham 'jam dbyangs rgya mtsho	Tib	1	64	
048(tshi)002	nges shes rin po che'i sgron me'i bsdus don pad+ma dkar po/	48	Kun bzang chos grags	Tib	65	78	
048(tshi)003	nges shes rin po che'i sgron me'i tshig gi don gsal ba'i 'grel chung blo gros snang ba'i sgo 'byed/	48	Kun bzang chos grags	Tib	79	312	thub bstan kun bzang chos grags du 'bod pas | dpal sprul rin po che'i gdan sa'i mthil dkar chung ri khrod dben gnas dam pa'i yon tan phun sum tshogs par rig 'dzin 'chi med grub pa'i chos sgar thub bstan bshad sgrub gling du o rgyan sangs rgyas gnyis pa gangs ljongs bod yul dbus su byon te mdo sngags kyi chos 'khor bskor ba'i tshes bcu'i dus mchod dang bcas par rdzogs par bgyis pa
048(tshi)004	nges shes rin po che'i sgron me'i 'grel chungazab don snang ba'i 'char sgo yid dpyod tshig gi me long /	48	Thub bstan mkhyen brtse'i blo gros	Tib	313	584	thub bstan mkhyen brtse'i blo gros zhes bya ba'i gdol spyod snyom las mkhan des | gser smad dbang shar chos sde'i g.yas lung | skye med rang shar slong gi yang dben | bkra shis nyin mor byed pa'i spang ljongs | lhun grub pad+ma chos sdings kyi ri mgul || mthing mdog mig sman thig le'i lding khang | gtsug lag nor bu rgyas pa'i dga' ba'i tshal du dus tshes dge bar bris pa
049(dzi)001	theg pa chen po rgyud bla ma'i bstan bcos kyi nges don gsal bar byed pa rin po che'i sgron me/	49	Klong chen rab 'byams pa  Dri med 'od zer	Tib	1	454	yongs rdzogs dri med 'od zer gsung rab la || brten nas zab don dgongs pa tshol mdzod kye ||
049(dzi)002	legs par bshad pa man ngag gi bstan bcos zab mo sdom pa'i mdzod/	49	Gyur med bstan pa rnam rgyal	Tib	455	548	'di ni gdan sa chen po dpal kaHthoga tu dge rtse pa 'gyur med bstan pa'i rnam rgyal gyis rang lo nyer bzhi'i lor bris pa rdzogs so ||
050(wi)001	nges don snying pa'i gnad mdor bsdus pa rin po che'i sgron me/	50	Padma rnam rgyal	Tib	1	160	ces pa'ang nges pa don gyi thams cad mkhyen pa 'jam mgon rnam gsum gyi zhabs kyi chu skyes spyi bor len pa'i zhe chen ban rgan 'gyur med pad+ma rnam rgyal lam 'jam dbyangs blo gros rgya mtshos rang lo nga bzhi pa shing byi gnam lo gsar 'char gyi dus tshes dge bar bde mchog bkra shis dge 'phel du lhag pa'i lha'i bsnyen mtshams la gnas pa'i thun gseng du bris pa ste |
050(wi)002	nges don snying po'i gnad mdor bsdus pa'i sa bcad/	50	Padma rnam rgyal	Tib	161	166	'di yang bi dzas bris pa dge ||
050(wi)003	nges don dbu ma chen po'i tshul rnam par nges pa'i gtam bde gshegs snying po'i rgyan/	50	Gyur med tshe dbang mchog grub	Tib	167	208	theg pa chen po dbu sems gnyis las nges don dbu ma chen po'i tshul rnam par nges pa'i gtam bde gshegs snying po'i rgyan zhes bya ba 'di mang du thos pa'i rgyal khams pa 7tshe dbang mchog grub dpal bzang pos bka' dang bstan bcos dpang por bkod nas bris pa sarba mang+ga laM ||
