NY0835	lha 'dre stong gi dra ba'i rgyud chen po
NY0836	be ro'i rgyud 'bum
NY0837	'phags pa 'jam dpal hyi rgyud bzhi'i don gsal bar byed pa'i rgyud
NY0838	'khor lo rdo rje
NY0839	man ngag lung gi rtsa ba lnga
NY0840	rnal 'byor gyi rim pa'i rgyud
NY0841	dam tshig bkod pas gzhi'i rgyud rin po che'i rgyan
NY0842	srog gi chan pa yang ti nag po'i rgyud
NY0843	phyi nang gasng ba gsum gyi yang zhun thig le 'dus pa
NY0844	a ti rdzogs pa chen po'i rgyud
NY0845	a ti spyi spyod kyi rgyud
NY0846	rtsod pa'i 'khor lo'i rgyud
NY0847	byang chub sems skyob pa
NY0848	khregs gcod bsdus pa
NY0849	rdo rje gsang ba chen po'i sku rn po che dbyig gi sgron ma
NY0850	rdo rje bdud rtsi rgyud
NY0850B	rdzogs pa chen po byang chub sems kyi mdzod kyi chos
NY0851	byang chub sems dpa' gsang ba'i theg pa
NY0852	rnal 'byor gsang ba'i tshogs rgyud chen po
NY0853	rol pa chen po thal ba'i rgyud
NY0854	gshegs pa'i snying po'i mdo
NY0855	he ru ka rol pa'i rgyud
NY0856	dpal zla gsang nag po'i rgyud
NY0857	man ngag drag po'i sngags rgod bstan srung spu gri lta bu'i rgyud
NY0858	'phags pa 'jam dpal gshin rje gshed nag po gsang ba drug bcu pa'i rgyud kyi rgyal po
NY0859	rgyud 'bum rin po che'i rtogs brjod
NY0860	rgyud 'bum rtogs brjod 'dzam gling tha grur khyab pa'i rgyan
