Derge	Lhasa	BuddhaNexus link
		https://buddhanexus.net/tib/text/NK001(ka)043
		https://buddhanexus.net/tib/text/NK002(kha)001
		https://buddhanexus.net/tib/text/NK002(kha)002
		https://buddhanexus.net/tib/text/NK002(kha)003
		https://buddhanexus.net/tib/text/NK002(kha)004
		https://buddhanexus.net/tib/text/NK002(kha)005
		https://buddhanexus.net/tib/text/NK002(kha)006
		https://buddhanexus.net/tib/text/NK002(kha)007
		https://buddhanexus.net/tib/text/NK002(kha)008
		https://buddhanexus.net/tib/text/NK002(kha)009
		https://buddhanexus.net/tib/text/NK002(kha)010
		https://buddhanexus.net/tib/text/NK002(kha)011
		https://buddhanexus.net/tib/text/NK002(kha)012
		https://buddhanexus.net/tib/text/NK002(kha)013
		https://buddhanexus.net/tib/text/NK002(kha)014
		https://buddhanexus.net/tib/text/NK002(kha)015
		https://buddhanexus.net/tib/text/NK002(kha)016
		https://buddhanexus.net/tib/text/NK002(kha)017
		https://buddhanexus.net/tib/text/NK002(kha)018
		https://buddhanexus.net/tib/text/NK002(kha)019
		https://buddhanexus.net/tib/text/NK002(kha)020
		https://buddhanexus.net/tib/text/NK002(kha)021
		https://buddhanexus.net/tib/text/NK002(kha)022
		https://buddhanexus.net/tib/text/NK002(kha)023
		https://buddhanexus.net/tib/text/NK002(kha)024
		https://buddhanexus.net/tib/text/NK003(ga)001
		https://buddhanexus.net/tib/text/NK003(ga)002
		https://buddhanexus.net/tib/text/NK003(ga)003
		https://buddhanexus.net/tib/text/NK003(ga)004
		https://buddhanexus.net/tib/text/NK003(ga)005
		https://buddhanexus.net/tib/text/NK003(ga)006
		https://buddhanexus.net/tib/text/NK003(ga)007
		https://buddhanexus.net/tib/text/NK003(ga)008
		https://buddhanexus.net/tib/text/NK003(ga)009
		https://buddhanexus.net/tib/text/NK003(ga)010
		https://buddhanexus.net/tib/text/NK003(ga)011
		https://buddhanexus.net/tib/text/NK003(ga)012
		https://buddhanexus.net/tib/text/NK003(ga)013
		https://buddhanexus.net/tib/text/NK003(ga)014
		https://buddhanexus.net/tib/text/NK003(ga)015
		https://buddhanexus.net/tib/text/NK003(ga)016
		https://buddhanexus.net/tib/text/NK003(ga)017
		https://buddhanexus.net/tib/text/NK003(ga)018
		https://buddhanexus.net/tib/text/NK004(nga)001
		https://buddhanexus.net/tib/text/NK004(nga)002
		https://buddhanexus.net/tib/text/NK004(nga)003
		https://buddhanexus.net/tib/text/NK004(nga)004
		https://buddhanexus.net/tib/text/NK004(nga)005
		https://buddhanexus.net/tib/text/NK004(nga)006
		https://buddhanexus.net/tib/text/NK004(nga)007
		https://buddhanexus.net/tib/text/NK004(nga)008
		https://buddhanexus.net/tib/text/NK004(nga)009
		https://buddhanexus.net/tib/text/NK004(nga)010
		https://buddhanexus.net/tib/text/NK004(nga)011
		https://buddhanexus.net/tib/text/NK004(nga)012
		https://buddhanexus.net/tib/text/NK004(nga)013
		https://buddhanexus.net/tib/text/NK004(nga)014
		https://buddhanexus.net/tib/text/NK004(nga)015
		https://buddhanexus.net/tib/text/NK004(nga)016
		https://buddhanexus.net/tib/text/NK004(nga)017
		https://buddhanexus.net/tib/text/NK005(ca)001
		https://buddhanexus.net/tib/text/NK005(ca)002
		https://buddhanexus.net/tib/text/NK005(ca)003
		https://buddhanexus.net/tib/text/NK005(ca)004
		https://buddhanexus.net/tib/text/NK005(ca)005
		https://buddhanexus.net/tib/text/NK005(ca)006
		https://buddhanexus.net/tib/text/NK005(ca)007
		https://buddhanexus.net/tib/text/NK005(ca)008
		https://buddhanexus.net/tib/text/NK005(ca)009
		https://buddhanexus.net/tib/text/NK005(ca)010
		https://buddhanexus.net/tib/text/NK005(ca)011
		https://buddhanexus.net/tib/text/NK005(ca)012
		https://buddhanexus.net/tib/text/NK005(ca)013
		https://buddhanexus.net/tib/text/NK005(ca)014
		https://buddhanexus.net/tib/text/NK005(ca)015
		https://buddhanexus.net/tib/text/NK005(ca)016
		https://buddhanexus.net/tib/text/NK005(ca)017
		https://buddhanexus.net/tib/text/NK005(ca)018
		https://buddhanexus.net/tib/text/NK005(ca)019
		https://buddhanexus.net/tib/text/NK006(cha)001
		https://buddhanexus.net/tib/text/NK006(cha)002
		https://buddhanexus.net/tib/text/NK006(cha)003
		https://buddhanexus.net/tib/text/NK006(cha)004
		https://buddhanexus.net/tib/text/NK006(cha)005
		https://buddhanexus.net/tib/text/NK006(cha)006
		https://buddhanexus.net/tib/text/NK006(cha)007
		https://buddhanexus.net/tib/text/NK006(cha)008
		https://buddhanexus.net/tib/text/NK006(cha)009
		https://buddhanexus.net/tib/text/NK006(cha)010
		https://buddhanexus.net/tib/text/NK006(cha)011
		https://buddhanexus.net/tib/text/NK006(cha)012
		https://buddhanexus.net/tib/text/NK006(cha)013
		https://buddhanexus.net/tib/text/NK006(cha)014
		https://buddhanexus.net/tib/text/NK006(cha)015
		https://buddhanexus.net/tib/text/NK006(cha)016
		https://buddhanexus.net/tib/text/NK006(cha)017
		https://buddhanexus.net/tib/text/NK006(cha)018
		https://buddhanexus.net/tib/text/NK006(cha)019
		https://buddhanexus.net/tib/text/NK006(cha)020
		https://buddhanexus.net/tib/text/NK006(cha)021
		https://buddhanexus.net/tib/text/NK006(cha)022
		https://buddhanexus.net/tib/text/NK006(cha)023
		https://buddhanexus.net/tib/text/NK007(ja)001
		https://buddhanexus.net/tib/text/NK008(nya)001
		https://buddhanexus.net/tib/text/NK008(nya)002
		https://buddhanexus.net/tib/text/NK008(nya)003
		https://buddhanexus.net/tib/text/NK008(nya)004
		https://buddhanexus.net/tib/text/NK008(nya)005
		https://buddhanexus.net/tib/text/NK008(nya)006
		https://buddhanexus.net/tib/text/NK008(nya)007
		https://buddhanexus.net/tib/text/NK008(nya)008
		https://buddhanexus.net/tib/text/NK008(nya)009
		https://buddhanexus.net/tib/text/NK008(nya)010
		https://buddhanexus.net/tib/text/NK008(nya)011
		https://buddhanexus.net/tib/text/NK009(ta)001
		https://buddhanexus.net/tib/text/NK009(ta)002
		https://buddhanexus.net/tib/text/NK009(ta)003
		https://buddhanexus.net/tib/text/NK009(ta)004
		https://buddhanexus.net/tib/text/NK009(ta)005
		https://buddhanexus.net/tib/text/NK009(ta)006
		https://buddhanexus.net/tib/text/NK009(ta)007
		https://buddhanexus.net/tib/text/NK010(tha)001
		https://buddhanexus.net/tib/text/NK010(tha)002
		https://buddhanexus.net/tib/text/NK010(tha)003
		https://buddhanexus.net/tib/text/NK010(tha)004
		https://buddhanexus.net/tib/text/NK010(tha)005
		https://buddhanexus.net/tib/text/NK010(tha)006
		https://buddhanexus.net/tib/text/NK010(tha)007
		https://buddhanexus.net/tib/text/NK010(tha)008
		https://buddhanexus.net/tib/text/NK010(tha)009
		https://buddhanexus.net/tib/text/NK010(tha)010
		https://buddhanexus.net/tib/text/NK010(tha)011
		https://buddhanexus.net/tib/text/NK010(tha)012
		https://buddhanexus.net/tib/text/NK010(tha)013
		https://buddhanexus.net/tib/text/NK010(tha)014
		https://buddhanexus.net/tib/text/NK010(tha)015
		https://buddhanexus.net/tib/text/NK010(tha)016
		https://buddhanexus.net/tib/text/NK010(tha)017
		https://buddhanexus.net/tib/text/NK010(tha)018
		https://buddhanexus.net/tib/text/NK010(tha)019
		https://buddhanexus.net/tib/text/NK010(tha)020
		https://buddhanexus.net/tib/text/NK010(tha)021
		https://buddhanexus.net/tib/text/NK010(tha)022
		https://buddhanexus.net/tib/text/NK010(tha)023
		https://buddhanexus.net/tib/text/NK010(tha)024
		https://buddhanexus.net/tib/text/NK010(tha)025
		https://buddhanexus.net/tib/text/NK010(tha)026
		https://buddhanexus.net/tib/text/NK010(tha)027
		https://buddhanexus.net/tib/text/NK010(tha)028
		https://buddhanexus.net/tib/text/NK010(tha)029
		https://buddhanexus.net/tib/text/NK010(tha)030
		https://buddhanexus.net/tib/text/NK010(tha)031
		https://buddhanexus.net/tib/text/NK010(tha)032
		https://buddhanexus.net/tib/text/NK010(tha)033
		https://buddhanexus.net/tib/text/NK010(tha)034
		https://buddhanexus.net/tib/text/NK010(tha)035
		https://buddhanexus.net/tib/text/NK010(tha)036
		https://buddhanexus.net/tib/text/NK010(tha)037
		https://buddhanexus.net/tib/text/NK010(tha)038
		https://buddhanexus.net/tib/text/NK010(tha)039
		https://buddhanexus.net/tib/text/NK010(tha)040
		https://buddhanexus.net/tib/text/NK010(tha)041
		https://buddhanexus.net/tib/text/NK010(tha)042
		https://buddhanexus.net/tib/text/NK011(da)001
		https://buddhanexus.net/tib/text/NK011(da)002
		https://buddhanexus.net/tib/text/NK011(da)003
		https://buddhanexus.net/tib/text/NK011(da)004
		https://buddhanexus.net/tib/text/NK011(da)005
		https://buddhanexus.net/tib/text/NK011(da)006
		https://buddhanexus.net/tib/text/NK012(na)001
		https://buddhanexus.net/tib/text/NK012(na)002
		https://buddhanexus.net/tib/text/NK012(na)003
		https://buddhanexus.net/tib/text/NK012(na)004
		https://buddhanexus.net/tib/text/NK012(na)005
		https://buddhanexus.net/tib/text/NK012(na)006
		https://buddhanexus.net/tib/text/NK012(na)007
		https://buddhanexus.net/tib/text/NK012(na)008
		https://buddhanexus.net/tib/text/NK013(pa)001
		https://buddhanexus.net/tib/text/NK013(pa)002
		https://buddhanexus.net/tib/text/NK013(pa)003
		https://buddhanexus.net/tib/text/NK013(pa)004
		https://buddhanexus.net/tib/text/NK013(pa)005
		https://buddhanexus.net/tib/text/NK013(pa)006
		https://buddhanexus.net/tib/text/NK013(pa)007
		https://buddhanexus.net/tib/text/NK013(pa)008
		https://buddhanexus.net/tib/text/NK013(pa)009
		https://buddhanexus.net/tib/text/NK013(pa)010
		https://buddhanexus.net/tib/text/NK013(pa)011
		https://buddhanexus.net/tib/text/NK013(pa)012
		https://buddhanexus.net/tib/text/NK013(pa)013
		https://buddhanexus.net/tib/text/NK013(pa)014
		https://buddhanexus.net/tib/text/NK013(pa)015
		https://buddhanexus.net/tib/text/NK013(pa)016
		https://buddhanexus.net/tib/text/NK014(pha)001
		https://buddhanexus.net/tib/text/NK014(pha)002
		https://buddhanexus.net/tib/text/NK014(pha)003
		https://buddhanexus.net/tib/text/NK014(pha)004
		https://buddhanexus.net/tib/text/NK014(pha)005
		https://buddhanexus.net/tib/text/NK014(pha)006
		https://buddhanexus.net/tib/text/NK014(pha)007
		https://buddhanexus.net/tib/text/NK014(pha)008
		https://buddhanexus.net/tib/text/NK014(pha)009
		https://buddhanexus.net/tib/text/NK014(pha)010
		https://buddhanexus.net/tib/text/NK014(pha)011
		https://buddhanexus.net/tib/text/NK014(pha)012
		https://buddhanexus.net/tib/text/NK014(pha)013
		https://buddhanexus.net/tib/text/NK014(pha)014
		https://buddhanexus.net/tib/text/NK015(ba)001
		https://buddhanexus.net/tib/text/NK015(ba)002
		https://buddhanexus.net/tib/text/NK015(ba)003
		https://buddhanexus.net/tib/text/NK015(ba)004
		https://buddhanexus.net/tib/text/NK015(ba)005
		https://buddhanexus.net/tib/text/NK015(ba)006
		https://buddhanexus.net/tib/text/NK015(ba)007
		https://buddhanexus.net/tib/text/NK015(ba)008
		https://buddhanexus.net/tib/text/NK015(ba)009
		https://buddhanexus.net/tib/text/NK015(ba)010
		https://buddhanexus.net/tib/text/NK015(ba)011
		https://buddhanexus.net/tib/text/NK015(ba)012
		https://buddhanexus.net/tib/text/NK015(ba)013
		https://buddhanexus.net/tib/text/NK015(ba)014
		https://buddhanexus.net/tib/text/NK015(ba)015
		https://buddhanexus.net/tib/text/NK015(ba)016
		https://buddhanexus.net/tib/text/NK015(ba)017
		https://buddhanexus.net/tib/text/NK015(ba)018
		https://buddhanexus.net/tib/text/NK015(ba)019
		https://buddhanexus.net/tib/text/NK015(ba)020
		https://buddhanexus.net/tib/text/NK015(ba)021
		https://buddhanexus.net/tib/text/NK015(ba)022
		https://buddhanexus.net/tib/text/NK015(ba)023
		https://buddhanexus.net/tib/text/NK015(ba)024
		https://buddhanexus.net/tib/text/NK015(ba)025
		https://buddhanexus.net/tib/text/NK015(ba)026
		https://buddhanexus.net/tib/text/NK015(ba)027
		https://buddhanexus.net/tib/text/NK016(ma)001
		https://buddhanexus.net/tib/text/NK016(ma)002
		https://buddhanexus.net/tib/text/NK016(ma)003
		https://buddhanexus.net/tib/text/NK016(ma)004
		https://buddhanexus.net/tib/text/NK016(ma)005
		https://buddhanexus.net/tib/text/NK016(ma)006
		https://buddhanexus.net/tib/text/NK016(ma)007
		https://buddhanexus.net/tib/text/NK016(ma)008
		https://buddhanexus.net/tib/text/NK016(ma)009
		https://buddhanexus.net/tib/text/NK016(ma)010
		https://buddhanexus.net/tib/text/NK016(ma)011
		https://buddhanexus.net/tib/text/NK016(ma)012
		https://buddhanexus.net/tib/text/NK016(ma)013
		https://buddhanexus.net/tib/text/NK016(ma)014
		https://buddhanexus.net/tib/text/NK016(ma)015
		https://buddhanexus.net/tib/text/NK016(ma)016
		https://buddhanexus.net/tib/text/NK016(ma)017
		https://buddhanexus.net/tib/text/NK016(ma)018
		https://buddhanexus.net/tib/text/NK016(ma)019
		https://buddhanexus.net/tib/text/NK017(tsa)001
		https://buddhanexus.net/tib/text/NK017(tsa)002
		https://buddhanexus.net/tib/text/NK017(tsa)003
		https://buddhanexus.net/tib/text/NK017(tsa)004
		https://buddhanexus.net/tib/text/NK017(tsa)005
		https://buddhanexus.net/tib/text/NK017(tsa)006
		https://buddhanexus.net/tib/text/NK017(tsa)007
		https://buddhanexus.net/tib/text/NK017(tsa)008
		https://buddhanexus.net/tib/text/NK017(tsa)009
		https://buddhanexus.net/tib/text/NK017(tsa)010
		https://buddhanexus.net/tib/text/NK017(tsa)011
		https://buddhanexus.net/tib/text/NK018(tsha)001
		https://buddhanexus.net/tib/text/NK019(dza)001
		https://buddhanexus.net/tib/text/NK019(dza)002
		https://buddhanexus.net/tib/text/NK019(dza)003
		https://buddhanexus.net/tib/text/NK019(dza)004
		https://buddhanexus.net/tib/text/NK019(dza)005
		https://buddhanexus.net/tib/text/NK019(dza)006
		https://buddhanexus.net/tib/text/NK019(dza)007
		https://buddhanexus.net/tib/text/NK019(dza)008
		https://buddhanexus.net/tib/text/NK019(dza)009
		https://buddhanexus.net/tib/text/NK019(dza)010
		https://buddhanexus.net/tib/text/NK020(wa)001
		https://buddhanexus.net/tib/text/NK020(wa)002
		https://buddhanexus.net/tib/text/NK020(wa)003
		https://buddhanexus.net/tib/text/NK020(wa)004
		https://buddhanexus.net/tib/text/NK020(wa)005
		https://buddhanexus.net/tib/text/NK020(wa)006
		https://buddhanexus.net/tib/text/NK020(wa)007
		https://buddhanexus.net/tib/text/NK021(zha)001
		https://buddhanexus.net/tib/text/NK021(zha)002
		https://buddhanexus.net/tib/text/NK022(za)001
		https://buddhanexus.net/tib/text/NK023('a)001
		https://buddhanexus.net/tib/text/NK024(ya)001
		https://buddhanexus.net/tib/text/NK025(ra)001
		https://buddhanexus.net/tib/text/NK026(la)001
		https://buddhanexus.net/tib/text/NK027(sha)001
		https://buddhanexus.net/tib/text/NK027(sha)002
		https://buddhanexus.net/tib/text/NK028(sa)001
		https://buddhanexus.net/tib/text/NK029(ha)001
		https://buddhanexus.net/tib/text/NK029(ha)002
		https://buddhanexus.net/tib/text/NK029(ha)003
		https://buddhanexus.net/tib/text/NK029(ha)004
		https://buddhanexus.net/tib/text/NK029(ha)005
		https://buddhanexus.net/tib/text/NK029(ha)006
		https://buddhanexus.net/tib/text/NK030(a)001
		https://buddhanexus.net/tib/text/NK030(a)002
		https://buddhanexus.net/tib/text/NK030(a)003
		https://buddhanexus.net/tib/text/NK030(a)004
		https://buddhanexus.net/tib/text/NK030(a)005
		https://buddhanexus.net/tib/text/NK031(ki)001
		https://buddhanexus.net/tib/text/NK031(ki)002
		https://buddhanexus.net/tib/text/NK031(ki)003
		https://buddhanexus.net/tib/text/NK031(ki)004
		https://buddhanexus.net/tib/text/NK031(ki)005
		https://buddhanexus.net/tib/text/NK031(ki)006
		https://buddhanexus.net/tib/text/NK031(ki)007
		https://buddhanexus.net/tib/text/NK031(ki)008
		https://buddhanexus.net/tib/text/NK032(khi)001
		https://buddhanexus.net/tib/text/NK032(khi)002
		https://buddhanexus.net/tib/text/NK032(khi)003
		https://buddhanexus.net/tib/text/NK032(khi)004
		https://buddhanexus.net/tib/text/NK032(khi)005
		https://buddhanexus.net/tib/text/NK032(khi)006
		https://buddhanexus.net/tib/text/NK032(khi)007
		https://buddhanexus.net/tib/text/NK032(khi)008
		https://buddhanexus.net/tib/text/NK032(khi)009
		https://buddhanexus.net/tib/text/NK033(gi)001
		https://buddhanexus.net/tib/text/NK033(gi)002
		https://buddhanexus.net/tib/text/NK033(gi)003
		https://buddhanexus.net/tib/text/NK033(gi)004
		https://buddhanexus.net/tib/text/NK033(gi)005
		https://buddhanexus.net/tib/text/NK033(gi)006
		https://buddhanexus.net/tib/text/NK033(gi)007
		https://buddhanexus.net/tib/text/NK033(gi)008
		https://buddhanexus.net/tib/text/NK034(ngi)001
		https://buddhanexus.net/tib/text/NK034(ngi)002
		https://buddhanexus.net/tib/text/NK034(ngi)003
		https://buddhanexus.net/tib/text/NK034(ngi)004
		https://buddhanexus.net/tib/text/NK034(ngi)005
		https://buddhanexus.net/tib/text/NK034(ngi)006
		https://buddhanexus.net/tib/text/NK034(ngi)007
		https://buddhanexus.net/tib/text/NK035(ci)001
		https://buddhanexus.net/tib/text/NK035(ci)002
		https://buddhanexus.net/tib/text/NK035(ci)003
		https://buddhanexus.net/tib/text/NK035(ci)004
		https://buddhanexus.net/tib/text/NK036(chi)001
		https://buddhanexus.net/tib/text/NK036(chi)002
		https://buddhanexus.net/tib/text/NK036(chi)003
		https://buddhanexus.net/tib/text/NK036(chi)004
		https://buddhanexus.net/tib/text/NK036(chi)005
		https://buddhanexus.net/tib/text/NK036(chi)006
		https://buddhanexus.net/tib/text/NK036(chi)007
		https://buddhanexus.net/tib/text/NK036(chi)008
		https://buddhanexus.net/tib/text/NK036(chi)009
		https://buddhanexus.net/tib/text/NK036(chi)010
		https://buddhanexus.net/tib/text/NK036(chi)011
		https://buddhanexus.net/tib/text/NK036(chi)012
		https://buddhanexus.net/tib/text/NK036(chi)013
		https://buddhanexus.net/tib/text/NK036(chi)014
		https://buddhanexus.net/tib/text/NK036(chi)015
		https://buddhanexus.net/tib/text/NK036(chi)016
		https://buddhanexus.net/tib/text/NK036(chi)017
		https://buddhanexus.net/tib/text/NK036(chi)018
		https://buddhanexus.net/tib/text/NK036(chi)019
		https://buddhanexus.net/tib/text/NK036(chi)020
		https://buddhanexus.net/tib/text/NK036(chi)021
		https://buddhanexus.net/tib/text/NK036(chi)022
		https://buddhanexus.net/tib/text/NK036(chi)023
		https://buddhanexus.net/tib/text/NK036(chi)024
		https://buddhanexus.net/tib/text/NK036(chi)025
		https://buddhanexus.net/tib/text/NK036(chi)026
		https://buddhanexus.net/tib/text/NK036(chi)027
		https://buddhanexus.net/tib/text/NK036(chi)028
		https://buddhanexus.net/tib/text/NK036(chi)029
		https://buddhanexus.net/tib/text/NK036(chi)030
		https://buddhanexus.net/tib/text/NK036(chi)031
		https://buddhanexus.net/tib/text/NK036(chi)032
		https://buddhanexus.net/tib/text/NK036(chi)033
		https://buddhanexus.net/tib/text/NK037(ji)001
		https://buddhanexus.net/tib/text/NK037(ji)002
		https://buddhanexus.net/tib/text/NK037(ji)003
		https://buddhanexus.net/tib/text/NK037(ji)004
		https://buddhanexus.net/tib/text/NK037(ji)005
		https://buddhanexus.net/tib/text/NK037(ji)006
		https://buddhanexus.net/tib/text/NK037(ji)007
		https://buddhanexus.net/tib/text/NK037(ji)008
		https://buddhanexus.net/tib/text/NK037(ji)009
		https://buddhanexus.net/tib/text/NK037(ji)010
		https://buddhanexus.net/tib/text/NK037(ji)011
		https://buddhanexus.net/tib/text/NK037(ji)012
		https://buddhanexus.net/tib/text/NK037(ji)013
		https://buddhanexus.net/tib/text/NK037(ji)014
		https://buddhanexus.net/tib/text/NK037(ji)015
		https://buddhanexus.net/tib/text/NK037(ji)016
		https://buddhanexus.net/tib/text/NK037(ji)017
		https://buddhanexus.net/tib/text/NK037(ji)018
		https://buddhanexus.net/tib/text/NK037(ji)019
		https://buddhanexus.net/tib/text/NK037(ji)020
		https://buddhanexus.net/tib/text/NK037(ji)021
		https://buddhanexus.net/tib/text/NK038(nyi)001
		https://buddhanexus.net/tib/text/NK038(nyi)002
		https://buddhanexus.net/tib/text/NK038(nyi)003
		https://buddhanexus.net/tib/text/NK038(nyi)004
		https://buddhanexus.net/tib/text/NK038(nyi)005
		https://buddhanexus.net/tib/text/NK039(ti)001
		https://buddhanexus.net/tib/text/NK039(ti)002
		https://buddhanexus.net/tib/text/NK039(ti)003
		https://buddhanexus.net/tib/text/NK039(ti)004
		https://buddhanexus.net/tib/text/NK039(ti)005
		https://buddhanexus.net/tib/text/NK039(ti)006
		https://buddhanexus.net/tib/text/NK039(ti)007
		https://buddhanexus.net/tib/text/NK039(ti)008
		https://buddhanexus.net/tib/text/NK039(ti)009
		https://buddhanexus.net/tib/text/NK039(ti)010
		https://buddhanexus.net/tib/text/NK039(ti)011
		https://buddhanexus.net/tib/text/NK039(ti)012
		https://buddhanexus.net/tib/text/NK039(ti)013
		https://buddhanexus.net/tib/text/NK039(ti)014
		https://buddhanexus.net/tib/text/NK039(ti)015
		https://buddhanexus.net/tib/text/NK039(ti)016
		https://buddhanexus.net/tib/text/NK039(ti)017
		https://buddhanexus.net/tib/text/NK039(ti)018
		https://buddhanexus.net/tib/text/NK039(ti)019
		https://buddhanexus.net/tib/text/NK039(ti)020
		https://buddhanexus.net/tib/text/NK039(ti)021
		https://buddhanexus.net/tib/text/NK039(ti)022
		https://buddhanexus.net/tib/text/NK039(ti)023
		https://buddhanexus.net/tib/text/NK039(ti)024
		https://buddhanexus.net/tib/text/NK039(ti)025
		https://buddhanexus.net/tib/text/NK039(ti)026
		https://buddhanexus.net/tib/text/NK039(ti)027
		https://buddhanexus.net/tib/text/NK039(ti)028
		https://buddhanexus.net/tib/text/NK039(ti)029
		https://buddhanexus.net/tib/text/NK039(ti)030
		https://buddhanexus.net/tib/text/NK039(ti)031
		https://buddhanexus.net/tib/text/NK039(ti)032
		https://buddhanexus.net/tib/text/NK039(ti)033
		https://buddhanexus.net/tib/text/NK039(ti)034
		https://buddhanexus.net/tib/text/NK039(ti)035
		https://buddhanexus.net/tib/text/NK039(ti)036
		https://buddhanexus.net/tib/text/NK040(thi)001
		https://buddhanexus.net/tib/text/NK040(thi)002
		https://buddhanexus.net/tib/text/NK040(thi)003
		https://buddhanexus.net/tib/text/NK040(thi)004
		https://buddhanexus.net/tib/text/NK040(thi)005
		https://buddhanexus.net/tib/text/NK040(thi)006
		https://buddhanexus.net/tib/text/NK040(thi)007
		https://buddhanexus.net/tib/text/NK040(thi)008
		https://buddhanexus.net/tib/text/NK040(thi)009
		https://buddhanexus.net/tib/text/NK040(thi)010
		https://buddhanexus.net/tib/text/NK040(thi)011
		https://buddhanexus.net/tib/text/NK040(thi)012
		https://buddhanexus.net/tib/text/NK040(thi)013
		https://buddhanexus.net/tib/text/NK040(thi)014
		https://buddhanexus.net/tib/text/NK040(thi)015
		https://buddhanexus.net/tib/text/NK040(thi)016
		https://buddhanexus.net/tib/text/NK040(thi)017
		https://buddhanexus.net/tib/text/NK040(thi)018
		https://buddhanexus.net/tib/text/NK040(thi)019
		https://buddhanexus.net/tib/text/NK040(thi)020
		https://buddhanexus.net/tib/text/NK040(thi)021
		https://buddhanexus.net/tib/text/NK040(thi)022
		https://buddhanexus.net/tib/text/NK040(thi)023
		https://buddhanexus.net/tib/text/NK040(thi)024
		https://buddhanexus.net/tib/text/NK040(thi)025
		https://buddhanexus.net/tib/text/NK040(thi)026
		https://buddhanexus.net/tib/text/NK040(thi)027
		https://buddhanexus.net/tib/text/NK040(thi)028
		https://buddhanexus.net/tib/text/NK040(thi)029
		https://buddhanexus.net/tib/text/NK040(thi)030
		https://buddhanexus.net/tib/text/NK040(thi)031
		https://buddhanexus.net/tib/text/NK040(thi)032
		https://buddhanexus.net/tib/text/NK040(thi)033
		https://buddhanexus.net/tib/text/NK040(thi)034
		https://buddhanexus.net/tib/text/NK040(thi)035
		https://buddhanexus.net/tib/text/NK040(thi)036
		https://buddhanexus.net/tib/text/NK040(thi)037
		https://buddhanexus.net/tib/text/NK040(thi)038
		https://buddhanexus.net/tib/text/NK040(thi)039
		https://buddhanexus.net/tib/text/NK040(thi)040
		https://buddhanexus.net/tib/text/NK040(thi)041
		https://buddhanexus.net/tib/text/NK040(thi)042
		https://buddhanexus.net/tib/text/NK040(thi)043
		https://buddhanexus.net/tib/text/NK040(thi)044
		https://buddhanexus.net/tib/text/NK040(thi)045
		https://buddhanexus.net/tib/text/NK040(thi)046
		https://buddhanexus.net/tib/text/NK040(thi)047
		https://buddhanexus.net/tib/text/NK040(thi)048
		https://buddhanexus.net/tib/text/NK040(thi)049
		https://buddhanexus.net/tib/text/NK040(thi)050
		https://buddhanexus.net/tib/text/NK040(thi)051
		https://buddhanexus.net/tib/text/NK040(thi)052
		https://buddhanexus.net/tib/text/NK040(thi)053
		https://buddhanexus.net/tib/text/NK040(thi)054
		https://buddhanexus.net/tib/text/NK040(thi)055
		https://buddhanexus.net/tib/text/NK040(thi)056
		https://buddhanexus.net/tib/text/NK040(thi)057
		https://buddhanexus.net/tib/text/NK040(thi)058
		https://buddhanexus.net/tib/text/NK040(thi)059
		https://buddhanexus.net/tib/text/NK040(thi)060
		https://buddhanexus.net/tib/text/NK041(di)001
		https://buddhanexus.net/tib/text/NK041(di)002
		https://buddhanexus.net/tib/text/NK041(di)003
		https://buddhanexus.net/tib/text/NK041(di)004
		https://buddhanexus.net/tib/text/NK041(di)005
		https://buddhanexus.net/tib/text/NK041(di)006
		https://buddhanexus.net/tib/text/NK041(di)007
		https://buddhanexus.net/tib/text/NK041(di)008
		https://buddhanexus.net/tib/text/NK041(di)009
		https://buddhanexus.net/tib/text/NK041(di)010
		https://buddhanexus.net/tib/text/NK041(di)011
		https://buddhanexus.net/tib/text/NK041(di)012
		https://buddhanexus.net/tib/text/NK041(di)013
		https://buddhanexus.net/tib/text/NK041(di)014
		https://buddhanexus.net/tib/text/NK041(di)015
		https://buddhanexus.net/tib/text/NK041(di)016
		https://buddhanexus.net/tib/text/NK041(di)017
		https://buddhanexus.net/tib/text/NK041(di)018
		https://buddhanexus.net/tib/text/NK041(di)019
		https://buddhanexus.net/tib/text/NK041(di)020
		https://buddhanexus.net/tib/text/NK041(di)021
		https://buddhanexus.net/tib/text/NK041(di)022
		https://buddhanexus.net/tib/text/NK041(di)023
		https://buddhanexus.net/tib/text/NK041(di)024
		https://buddhanexus.net/tib/text/NK041(di)025
		https://buddhanexus.net/tib/text/NK041(di)026
		https://buddhanexus.net/tib/text/NK041(di)027
		https://buddhanexus.net/tib/text/NK041(di)028
		https://buddhanexus.net/tib/text/NK041(di)029
		https://buddhanexus.net/tib/text/NK041(di)030
		https://buddhanexus.net/tib/text/NK041(di)031
		https://buddhanexus.net/tib/text/NK041(di)032
		https://buddhanexus.net/tib/text/NK041(di)033
		https://buddhanexus.net/tib/text/NK041(di)034
		https://buddhanexus.net/tib/text/NK041(di)035
		https://buddhanexus.net/tib/text/NK041(di)036
		https://buddhanexus.net/tib/text/NK041(di)037
		https://buddhanexus.net/tib/text/NK041(di)038
		https://buddhanexus.net/tib/text/NK041(di)039
		https://buddhanexus.net/tib/text/NK041(di)040
		https://buddhanexus.net/tib/text/NK041(di)041
		https://buddhanexus.net/tib/text/NK041(di)042
		https://buddhanexus.net/tib/text/NK041(di)043
		https://buddhanexus.net/tib/text/NK041(di)044
		https://buddhanexus.net/tib/text/NK041(di)045
